cycle,phase,y_out
44648,57341b2a7936,f177f29a9ecffb
44649,5734d13b58a2,f177b6c4fcf213
44650,5735015f8602,f177a6f38101f6
44651,5735877dfa0e,f1777ae38b586f
44652,573674bd05e9,f1772cf82cfa96
44653,5736b5d0b16b,f1771799f14ddc
44654,573755c82bab,f176e315e97427
44655,5737db3219b6,f176b74c22f5ee
44656,5738772ff9ee,f176841c60d25e
44657,5738fdd08bfb,f17657f1fd3005
44658,573954c927a9,f1763b6b37cb86
44659,5739a1662542,f176224b085dc0
44660,573a704a33e0,f175de75335e46
44661,573ac954c092,f175c145230db5
44662,573b0fc7581f,f175aa2e288b81
44663,573ba281ff45,f1757a18e2cc84
44664,573c59ee94b3,f1753e015e7174
44665,573cb0f33961,f1752180e51352
44666,573d0c03a318,f17503ae467e7e
44667,573d9d29893a,f174d427b8cd02
44668,573e459bfc8b,f1749d03d1cdc6
44669,573efd3dccfa,f17460ebd58af1
44670,573f261ae24c,f174538d1132b0
44671,573fb5bca06b,f17424902ba858
44672,574037ed4c6f,f173f9fb6dfa3a
44673,5740ce42629c,f173c8d3140fb5
44674,57416585f9cb,f173975fdcc05a
44675,5741d5d728ab,f17372aa1f3c7b
44676,5742741964e8,f1733ef34fc192
44677,5742b30ad466,f1732a62e35e1b
44678,57434019c980,f172fc4f0aa07c
44679,5743fbd100f7,f172bf01c31f68
44680,57443773216e,f172ab895961ce
44681,5744b11d0962,f17283d1acd905
44682,57454d872d9b,f17250c4c7018b
44683,5745fa3e07f4,f1721869e38b60
44684,574664e966c9,f171f59dcaff4c
44685,5746bbfad977,f171d937c72528
44686,57476adb09d5,f171a03124f39e
44687,5747a76e1a4e,f1718c715ca5b6
44688,574820871241,f17164f798163e
44689,57489ca22939,f1713c84dd64ed
44690,57494dfe3d9b,f17102ba949c64
44691,5749fced1ef9,f170c9beedc4e2
44692,574a5af305b5,f170ab201757cc
44693,574ac90cd992,f17087465c7e53
44694,574b0935a712,f1707262f6e4f6
44695,574ba702f34e,f1703f0547eac0
44696,574c4cf01e99,f1700906430760
44697,574cabb0c757,f16fea324bd2ba
44698,574d7ea228fd,f16fa5953a9721
44699,574d84337508,f16fa3c5b44074
44700,574e62dd3fc5,f16f5b5f7a4d54
44701,574edaffd4b5,f16f345265affb
44702,574f43c0a187,f16f1246f22c4d
44703,574f94be8429,f16ef7f578975a
44704,575018354630,f16ecd3f4603a8
44705,5750c0e7e081,f16e9673b7d0f7
44706,575174e9efe9,f16e5bfffc6ca3
44707,5751da2004b4,f16e3b246f92b6
44708,5752430f1486,f16e1914fd60c1
44709,5752b252cd64,f16df4f925353a
44710,575378d2f4f1,f16db491f4c78a
44711,5753a68fd44d,f16da5bbcdee65
44712,57544f9d8b9f,f16d6ee7c44713
44713,5754f6a676ed,f16d38bf30619a
44714,5755340c9268,f16d24d7cb2858
44715,5755dc81d3b9,f16cee3e6143a0
44716,57566baf89d7,f16cbfd9880918
44717,5756bf44c07e,f16ca4c585fb5c
44718,57572c83a759,f16c816297b40e
44719,57579e25de3c,f16c5c958a233f
44720,5758222feb44,f16c31d4c0b19d
44721,57588f0b881e,f16c0e9747ce40
44722,57591d01133a,f16be0a5050987
44723,5759ece7dad9,f16b9d5ffd5918
44724,575a66a596cd,f16b75fe9a28aa
44725,575a91d4b123,f16b680705f3e7
44726,575b78a9b5f1,f16b1d62c3be69
44727,575bb8efa771,f16b089b892e51
44728,575c10b36821,f16aec3d144d38
44729,575ce3f616c7,f16aa7f7c6b169
44730,575d5e7e6cbc,f16a80619fd735
44731,575de0a121c1,f16a5658ea7e15
44732,575e4798408f,f16a35188578fc
44733,575ec9c19c93,f16a0b11d433cd
44734,575f7cdc1ff9,f169d14190b0ce
44735,575fa01c2840,f169c5e12e7d8f
44736,57605daf00bb,f16988b56fd24e
44737,5760d70520ae,f1696191056ce8
44738,576164fba5c9,f16933c7c1650f
44739,5761f0bca0e1,f16906b797a262
44740,57621bee8737,f168f8ca8dbd68
44741,5762868a840d,f168d66cc88577
44742,57634e71e39c,f16896003cecae
44743,5763d89a69b1,f168697d0d9d55
44744,57647d69b5fa,f16834671b389d
44745,5764c197a683,f1681e723ac6e4
44746,57654aafb895,f167f24dcdafb0
44747,5765aa095f54,f167d39bc58242
44748,57665acf68b5,f1679ab6c0b9e1
44749,5766d76e68ae,f167729d58c757
44750,5767688204d1,f16743f1a5bacb
44751,5767b3196366,f1672bf3d9b4f9
44752,576805ea840b,f1671151a825ac
44753,5768e4cca9c9,f166c9a8ad86d4
44754,57694791a98f,f166a9e962deb8
44755,5769dd1656ba,f16679dcc3c247
44756,576a5521e9aa,f166534b1119a4
44757,576aab6c4956,f1663792e8e919
44758,576b1be38237,f1661373c15dcf
44759,576bbc081b78,f165e0077b8a0d
44760,576c1ef8733d,f165c044264ae2
44761,576cd98326b3,f1658464c99bdf
44762,576d21587242,f1656d57d46ae9
44763,576d8e328d1c,f1654a6b339189
44764,576e258d024b,f16519de66a4a3
44765,576ec1432482,f164e7ef0212a4
44766,576f7f2d5bfe,f164ab0c230004
44767,576fab958c57,f1649cd03d9847
44768,5770721a7ae4,f1645d31b65459
44769,5770805a2000,f16458a0f67a06
44770,57711b7b1a36,f16426ee40c0b9
44771,5771e56cfcca,f163e640f03672
44772,57722077b940,f163d359311a82
44773,57729771fc2e,f163ad41e59d28
44774,57735eb690bd,f1636d7a7137ba
44775,5773d5b0bcab,f163476862449d
44776,57741a979e35,f163315d278a28
44777,5774f1b096e3,f162ec90598961
44778,577567309fce,f162c6fdc9e5a8
44779,57759e94aa3d,f162b548285c3a
44780,577644090a88,f1628064864d15
44781,5776dc37d1b8,f1624fc24a9ee2
44782,57772c962259,f16236148cbd4c
44783,57779a08a734,f162131db947f9
44784,57781576df2a,f161ebb148bac2
44785,5778eda588db,f161a6a9f87d77
44786,5779136ffd26,f1619a9981fcee
44787,5779f93893f2,f1615142a3195a
44788,577a2827fa50,f16142489c7216
44789,577add93a1bb,f1610867a1f345
44790,577b70a310e1,f160d9803f6530
44791,577bd40c4ea8,f160b9cd13a8ec
44792,577c317f3b62,f1609c01da6052
44793,577ccc17f798,f1606aba719b61
44794,577d7cf038f9,f160325f9300a3
44795,577da8a7b851,f1602471da6a24
44796,577e6e7b85dc,f15fe56d873b76
44797,577ef9446df2,f15fb93b30f3ea
44798,577f38745970,f15fa51cc6c242
44799,577fcaeab195,f15f767caf8c49
44800,57807f37b4fe,f15f3d1af1a777
44801,5780eca6e0d9,f15f1a492245a8
44802,57813e28517c,f15f005b484b65
44803,5781c3f11987,f15ed5cdd14217
44804,5782326aaa64,f15eb2ac31ef4a
44805,57828cc93519,f15e95f09770ca
44806,57830760ff0e,f15e6ef7f245d6
44807,5783a192ce43,f15e3df67d709f
44808,578440e74981,f15e0b56a5ec7f
44809,5784a6b1464d,f15deb00ffb77f
44810,57851f4f453e,f15dc4b20f718d
44811,5785b5e3b56b,f15d94e1c79da7
44812,5786791c6df2,f15d56e953a93e
44813,5786e560f8ca,f15d348d566703
44814,57874680018c,f15d15bc4c2bfc
44815,5787c6b3aa8d,f15ced109c103a
44816,57885a94f8b5,f15cbe29983477
44817,5788b9562972,f15ca01da52eee
44818,5789065c120c,f15c87b2034950
44819,5789ad0e8f5a,f15c52dab71395
44820,578a2177ca42,f15c2df65b2efa
44821,578ab00ab960,f15c00c9f5f6ae
44822,578b34a85c69,f15bd6c7cdfb85
44823,578be4bc41c9,f15b9f04f3ab25
44824,578c4207c584,f15b817b22fbb8
44825,578cbb748776,f15b5b0b1da220
44826,578d6705bfce,f15b24bf1e4d07
44827,578d8bc0a217,f15b191fdc9280
44828,578e5423c7a8,f15ad9bb1496ef
44829,578ee98575d3,f15aaa7cb45b32
44830,578f567117ac,f15a880c1ed3e1
44831,578fd1db94a3,f15a61082b3cfa
44832,57906ec6aedd,f15a2f6feda8d0
44833,57908bab6117,f15a264e8ae8ac
44834,579132c34765,f159f18371c7c2
44835,5791d808f5b0,f159bd4f6fbbaa
44836,579273875de7,f1598c358e59e8
44837,5792ce502d9c,f1596f8c3933b2
44838,579366312ccc,f1593f9baf738b
44839,57938000a300,f159377666071d
44840,57944a18b294,f158f7b1e4cfbf
44841,5794c059b680,f158d264545bc4
44842,579548cba991,f158a75c24063c
44843,5795abb68157,f158882b710239
44844,57960bc98f17,f15869e1847ef1
44845,5796caa9e095,f1582db827f295
44846,579743ff9f87,f158077c886854
44847,5797ecda6fd9,f157d24b0c9d69
44848,57981f04d23e,f157c27e25c985
44849,5798979e892f,f1579c836dc08e
44850,57996615e9cc,f1575b82ed2c11
44851,5799a4584b48,f15747ea2ff080
44852,579a42d15c85,f157160b2576ff
44853,579aea9190d5,f156e1446db1a6
44854,579b65b36acb,f156ba89c795e8
44855,579b91d7f523,f156aca7e6b1aa
44856,579c0a520e14,f15686c5d0edf1
44857,579ce758d7ce,f156414af4e84e
44858,579d1559052a,f15632d5f350bb
44859,579dd33d4ea6,f155f72b375285
44860,579e4845c990,f155d267a5b2d5
44861,579ec9c63c93,f155a9bb944bf5
44862,579f46e3958d,f1558272701820
44863,579fd42839a8,f15556196ba298
44864,57a06a8767d5,f15526e7d03717
44865,57a08d27a01a,f1551c0a3e9857
44866,57a11f0bfd3e,f154ee443ea935
44867,57a1ad74915a,f154c198e058c5
44868,57a2458dce8b,f15491e67d66c4
44869,57a283c6e407,f1547e642f84ae
44870,57a358e71bb1,f1543b95c5aa47
44871,57a3f4ba36e9,f1540ac17fcd61
44872,57a44febdd9f,f153ee2f76bd81
44873,57a4de69e6bc,f153c18d70a36b
44874,57a57965cef2,f1539104edf4b6
44875,57a5fbcd0df7,f15368318915d1
44876,57a64dd0719b,f1534e85a5f454
44877,57a6a3d28947,f153339aa2fb82
44878,57a772d4fae5,f152f2d521b6c9
44879,57a7803cf300,f152eea3808c51
44880,57a86c866cd9,f152a4bc894794
44881,57a8983ea930,f1529710d8ce69
44882,57a9385d7f70,f1526501b78af6
44883,57a9cad5c795,f152373a34e45e
44884,57aa4df4af9b,f1520e4157aa15
44885,57aa94e82629,f151f816ae36a5
44886,57ab41843983,f151c22c445b82
44887,57abbf1f687e,f1519af2fd0e6c
44888,57ac041e1908,f15185684a22e5
44889,57accf84e79f,f15145ea695319
44890,57ad7daa0afb,f1510f92f905c6
44891,57addaddbbb5,f150f27f55a02b
44892,57ae7ca188f9,f150c00ab7b7f9
44893,57ae91c6c223,f150b972908235
44894,57af378bd36f,f15085c2657845
44895,57afa5909c4b,f1506376852d69
44896,57b05c39e0b8,f1502a89364708
44897,57b0e0dba0c1,f15001364d18d8
44898,57b168c273d1,f14fd6e11b91f8
44899,57b18ff3ec1f,f14fcaac32f611
44900,57b24a3e0094,f14f90aa1a19f1
44901,57b294ed5a29,f14f7969ec0a0b
44902,57b37d42c8fa,f14f311a838e4e
44903,57b3c37f8b86,f14f1b3fc1b8f1
44904,57b42c20c658,f14efab2bb7d50
44905,57b4e0a1d7c1,f14ec28e68cb90
44906,57b506ddb50d,f14eb6aaaf8eb9
44907,57b5e1e758c3,f14e729169618a
44908,57b650f112a1,f14e500e65d525
44909,57b6c89aee91,f14e2adefb5091
44910,57b760c019c1,f14dfb9a751e02
44911,57b7b49b3769,f14de18e88cdbc
44912,57b80cd9c719,f14dc626b4f174
44913,57b88af68815,f14d9efe13b53b
44914,57b942f2d585,f14d65e1118aac
44915,57b9cc470398,f14d3b42d7509e
44916,57ba44a1c189,f14d15eb4e18f5
44917,57baf6ce7eed,f14cdea6e330df
44918,57bb45dac78b,f14cc6234a0fec
44919,57bb90529d20,f14caf0c13da84
44920,57bc692be3d2,f14c6bd3303fcf
44921,57bcb3b8b767,f14c54b8791eb1
44922,57bd55b8d0ab,f14c2286358826
44923,57bdbe61e67c,f14c021a3740f6
44924,57be62f70ac5,f14bcf213a4cf6
44925,57bef9470bf2,f14ba096ebf316
44926,57bf1629d12c,f14b97a5afc374
44927,57bfd9d4bfb3,f14b5b15d52c14
44928,57c06d9e1bdb,f14b2d5b6228c4
44929,57c0b687616d,f14b16cd105910
44930,57c135a6a76b,f14aef7b2eda09
44931,57c18b470716,f14ad5004e8037
44932,57c26357f3c6,f14a92334ba8c9
44933,57c2a9839353,f14a7c82e68918
44934,57c331043762,f14a52a2e1be71
44935,57c3f0109fe0,f14a179cc53aa9
44936,57c478776ff0,f149ed7bcbda4c
44937,57c4e6c187cd,f149cb6d56ae0e
44938,57c506f35b0d,f149c17ca5d44e
44939,57c5d9c564b3,f1498068c44b92
44940,57c666eb74cd,f14954da11bcb5
44941,57c6d0c317a1,f14934325f1d4e
44942,57c75b80f7b7,f14909668be93d
44943,57c7fdb539fb,f148d761600783
44944,57c809bee113,f148d3ab30c502
44945,57c8ff8627ff,f14887e79e3cc9
44946,57c90b95ea17,f148842fff5be3
44947,57c9946bfc28,f1485a0570fb29
44948,57ca689893d1,f14818a8d9fe9f
44949,57ca98049630,f1480a0de4ae7b
44950,57cb30771560,f147db1c5f4b97
44951,57cbe93191d2,f147a23e6aa232
44952,57cc333b6d66,f1478b74f79b41
44953,57cc93b44527,f1476dc521fac3
44954,57cd13455726,f1474685b7b824
44955,57cdd989d3b3,f147098a3bcd84
44956,57ce2d064d5a,f146efde3327cb
44957,57cef80712f0,f146b175d65588
44958,57cf107d8e20,f146a9f0fef7ec
44959,57cfc4b4a289,f146728f6f9fc5
44960,57d008741510,f1465dbedd4ef2
44961,57d0fdeadffb,f1461259b57318
44962,57d16b789dd6,f145f0b60e975e
44963,57d1eb2de2d6,f145c98172add1
44964,57d2329ba365,f145b394d57227
44965,57d2a9498a52,f1458f29004310
44966,57d311eb6323,f1456f0e5f896a
44967,57d3be2d727c,f1453a373169ee
44968,57d40eafd91d,f145218650ff47
44969,57d4d088f4a1,f144e616c909d0
44970,57d54f66c19e,f144bf339a3ec0
44971,57d59f27303e,f144a6c2a52940
44972,57d6217f9642,f1447ed23d437b
44973,57d6940aff28,f1445bbb33cf0d
44974,57d770d795e1,f144181c649e0e
44975,57d78f4afd1e,f1440ec98f5617
44976,57d82cf5b859,f143de852a6ce3
44977,57d8c5ad868b,f143afc7e868b9
44978,57d95806c0b0,f1438300b954da
44979,57d9cf04b99e,f1435e9a81a383
44980,57da3b992577,f1433d6562e021
44981,57dac04a6e80,f14314d29bcdaa
44982,57db7f1922fe,f142da7f0c7db9
44983,57dbed7c44da,f142b8c30bd85d
44984,57dc1c0cb638,f142aa88a9346b
44985,57dcaf37945e,f1427d92c92523
44986,57dd6c0f9ad8,f14243e5d3b0b5
44987,57ddc8157f90,f14227ccb381b6
44988,57de4c8f4e99,f141ff5b94e01d
44989,57dec5c6db8b,f141da5c7bbd12
44990,57df14470d28,f141c26809d1e2
44991,57dff9f046f3,f1417c57ed5f32
44992,57e0567bcfac,f141601e651209
44993,57e0e6c61fcd,f141341f2ead38
44994,57e12ff8525f,f1411dcea52bec
44995,57e1bb687f76,f140f34e58f3a2
44996,57e219c91433,f140d68baa0824
44997,57e2bbff4377,f140a51fe2775e
44998,57e37db851fb,f1406a1f286ac4
44999,57e3b1960763,f1405a54014375
45000,57e4088a0211,f1403fda86f061
45001,57e4bdb8257b,f14008b3f79291
45002,57e575f7e6eb,f13fd0a2f0fed0
45003,57e5adccbd5b,f13fbfa6992df8
45004,57e6526d76a4,f13f8d9354b20e
45005,57e6aa32a754,f13f72e25ba2d0
45006,57e76e83f2dd,f13f3732c792a2
45007,57e7dd1c80ba,f13f15955a4699
45008,57e8003e5200,f13f0ae817a937
45009,57e8ed2ca6da,f13ec2eb744d92
45010,57e92e05565c,f13eaf3904aeab
45011,57e9e7d135cf,f13e76ccca41b1
45012,57ea7f6376fe,f13e48c8d8f529
45013,57eaf76007ee,f13e245de526c6
45014,57eb6f80f1df,f13dffe9ea0392
45015,57eb80f2b801,f13dfa9ef0ba7e
45016,57ec1d5fc03a,f13dcb2aa5a0f5
45017,57ec8602a40c,f13dab6e5161d1
45018,57ed55d7a1ab,f13d6c6a05ac5a
45019,57ede5c4ebcb,f13d40c9abc936
45020,57ee735211e6,f13d15e4768aa0
45021,57eeda4663b4,f13cf6b3436ce4
45022,57ef4f46489e,f13cd3427f13bc
45023,57efcd47aa9a,f13cad197f6501
45024,57f041754882,f13c89ec53636f
45025,57f0e0d91fc1,f13c59acce41f4
45026,57f168e5c9d1,f13c3080cb45cd
45027,57f1c7b6da8f,f13c13d0b01e48
45028,57f23aa04675,f13bf10dc53cc6
45029,57f2c964ba92,f13bc5e03c9f1a
45030,57f3122aff24,f13bafdee18019
45031,57f38e0a5a1c,f13b8a6bcdcd9f
45032,57f43fc5ec7f,f13b54b3f49b60
45033,57f48e0f151c,f13b3d0c154d4e
45034,57f55066cca0,f13b025633950c
45035,57f5c1760982,f13ae030ee119a
45036,57f60b751916,f13ac9d8d119c7
45037,57f6eafa0fd5,f13a865ecba736
45038,57f7624610c4,f13a625e2350b9
45039,57f79ae9c435,f13a5146f87840
45040,57f84d58ac9a,f13a1b72a53c92
45041,57f8c5c3878b,f139f7215c85d5
45042,57f95351aba6,f139cc72a11ce5
45043,57f98a917015,f139bbcaacfb97
45044,57fa35b7886b,f1398834a2c1f5
45045,57fa85055e0a,f139704ed35b4b
45046,57fb7f6e7efe,f13924def4096b
45047,57fbc754ec8e,f1390f3792067c
45048,57fc70f488e1,f138dc24b8d2f5
45049,57fcd7d574af,f138bd2ca0097a
45050,57fd065d670c,f138af2b4db22d
45051,57fdce58179c,f13872fde1257e
45052,57fe130e9226,f1385e51dd63d7
45053,57feed45aada,f1381cb0103602
45054,57ff2f3b465e,f13808dab9c4ec
45055,57ffd27acea4,f137d7c70572b5
45056,5800732083e6,f137a77f19c6f3
45057,58009be3de37,f1379b3f6e50b9
45058,58013c00fe78,f1376b250a6abe
45059,58019bd8f737,f1374e5b63c20a
45060,580276e139ed,f1370c9643a850
45061,5802f939f2f2,f136e5759fbbe6
45062,58032d036d5a,f136d5eaa4ccae
45063,5803d74a6dae,f136a2d243a2ba
45064,58044e23979c,f1367f2af50958
45065,5804e14dc5c2,f1365307ba2913
45066,5805747373e8,f13626e8dc506d
45067,5805d5e313ab,f13609b36dfc61
45068,58061e567a3c,f135f3fc4595ed
45069,5806ee2137dc,f135b5b86bced0
45070,580719ddef33,f135a89e14b4b1
45071,5807bc72c878,f13577eb89865f
45072,58081e04c63c,f1355ab3bc4d25
45073,5808df3226be,f13520de8d2cae
45074,58094dabc09b,f134ffce09a5bd
45075,5809a3056d46,f134e643b98e19
45076,580a20555940,f134c0c5f18015
45077,580af0fa77e1,f134825e79675a
45078,580b6ca1cad9,f1345d65764b66
45079,580ba462df48,f1344cba79dff8
45080,580c108b1321,f1342c663a4c10
45081,580ca4700448,f1340033e502fc
45082,580d7360ede6,f133c2616e237f
45083,580ddd8f01bb,f133a2ab4c85be
45084,580e5d84d5bb,f1337c76039c32
45085,580ef684b3ed,f1334ec9b96f21
45086,580f61e605c3,f1332ebda19b80
45087,580fdd49b3ba,f13309ec612995
45088,5810553d7daa,f132e623b4b026
45089,581087a65f0f,f132d71a8d1ff6
45090,58110f09f41e,f132aeba590c45
45091,5811838ed207,f1328bfccf097f
45092,5812704bebe0,f132456d191ed1
45093,5812b33eeb66,f132317a226f87
45094,58136c019ad8,f131fa6fa1556c
45095,5813d11640a2,f131dc54ddd162
45096,58140d63001a,f131ca601086c8
45097,58149734352e,f131a157d2483c
45098,581537ddd76f,f1317185ac3786
45099,5815a6d3de4d,f1315080c76333
45100,58161cd19c39,f1312d66380daa
45101,58168b681e16,f1310c8146558d
45102,5817230b8d46,f130df693a10f6
45103,5817f5778dea,f130a0db5f95eb
45104,58183c02a078,f1308be4257f61
45105,581889388612,f13074f2750608
45106,581962d396c5,f130344cdcbaca
45107,5819dced29b9,f1301009acebe0
45108,581a40fcea81,f12ff2539a5d43
45109,581a82ff4e05,f12fdebabcc1c6
45110,581b34dad969,f12fa9f0299460
45111,581bbbdc9277,f12f81e0923cb9
45112,581c35e35d6b,f12f5dad304b1c
45113,581cab925457,f12f3ac59c5b09
45114,581d52a232a5,f12f093c1745c7
45115,581daf29ac5e,f12eedcdf5c5b4
45116,581e4474d688,f12ec18e70a6fb
45117,581eadc37b5b,f12ea25a381361
45118,581f550683aa,f12e70cd85e159
45119,581f81745602,f12e63a4cd30c0
45120,5820118c3523,f12e38f92bd755
45121,5820d3e09fa7,f12dff71b9faba
45122,582107c0aa0f,f12df01736f3f2
45123,58218a986f15,f12dc95f17ffc3
45124,582208a05d11,f12da415c26b8c
45125,58229f33a23e,f12d778c650b3b
45126,58232ce58959,f12d4da653bea6
45127,5823ff2dd4fe,f12d0f7d779b70
45128,582417442a2e,f12d085f16dace
45129,5824cf82649f,f12cd1ee69d010
45130,58253065fd60,f12cb54f58f6ec
45131,5825b0086b60,f12c8f9d35e02f
45132,582658a67eb1,f12c5dd3eed4d5
45133,5826da8ec6b5,f12c377b574db4
45134,58274b8ee997,f12c16223f0e5a
45135,5827b9b81073,f12bf5a168eeb3
45136,582831123a62,f12bd26c389662
45137,5828d396a6a7,f12ba27e81f307
45138,582918892d31,f12b8e2a3d810a
45139,5829a408a548,f12b650ab930d0
45140,582a596e3cb2,f12b2f9546c9fa
45141,582ac2d3e485,f12b1087b999e2
45142,582b15d9a62b,f12af812dd729f
45143,582bf18207e3,f12ab762c2bf18
45144,582c5abd67b5,f12a9867a92799
45145,582cecfc65d9,f12a6d5bfb95ee
45146,582d19e13933,f12a6025d19f2a
45147,582d9ee8193d,f12a3901a38a35
45148,582e799e97f3,f129f8ac92e7b2
45149,582e8ac20115,f129f3a25766ea
45150,582f365cc06c,f129c12d9f1684
45151,582f92babb25,f129a606d2fad0
45152,583011ccaf23,f12980ae81972b
45153,5830f0529ee0,f1293f4e1030d6
45154,58310be52117,f1293734c607f6
45155,5831fcb5cbf9,f128f07d47295b
45156,5832619e8fc3,f128d2ddbe1a89
45157,5832a4d81949,f128bf22745583
45158,58330d6f361a,f128a070c3b674
45159,5833a551284a,f12873e0cddedc
45160,58344587158b,f12844e2d03ee4
45161,5834e9f854d3,f12814aacc47c6
45162,583533cbe367,f127ff062e7b88
45163,5835ad40b65a,f127db6ca11e95
45164,5836639520c7,f127a5ff45bc8e
45165,5836b3552d66,f1278ea251c495
45166,583721280642,f1276e776e52f8
45167,5837bcf45579,f12740d82307bb
45168,583846f3948d,f12718721dbd68
45169,58388e0c871c,f12703a2d7eb70
45170,5839348c8269,f126d2e9e85a94
45171,5839a417e148,f126b247ff62cb
45172,583a6b694fd6,f12677fcc5f017
45173,583af8383cf0,f1264ed19b1809
45174,583b0d5e341a,f12648a2f1ea70
45175,583be9133ad2,f126086c92c360
45176,583c38d93171,f125f11da5b8be
45177,583ca86e3550,f125d084f657da
45178,583d7eddfefd,f12591e52aac0a
45179,583dc88a4591,f1257c62af6423
45180,583e6ec218dd,f1254bddf60b99
45181,583ec540488a,f12532a043c461
45182,583f73a8bfe7,f124ffbdccbdf6
45183,583fa4dcdc49,f124f163936caf
45184,58407fbee9ff,f124b18ed1b7f3
45185,58408cbc5f19,f124adc540f144
45186,584141375582,f1247928d3bf49
45187,5841e5a6e5cb,f124493db28421
45188,58425d0681ba,f1242676a574c5
45189,5842ebec51d7,f123fcd7be7bc9
45190,58436b5ea5d6,f123d7bb55c2b4
45191,5843c7403d8e,f123bcfb876436
45192,584431ebbd63,f1239def04c343
45193,58448656040c,f123855df397c6
45194,584557cf88af,f123486c0c56b8
45195,58459a3cc234,f1233519ccba3d
45196,58460f5d831e,f1231309bef978
45197,5846ad7b555a,f122e5112e6bd0
45198,58477196e4e3,f122ac11cd97f3
45199,5847f2ec57e5,f122867daca6c3
45200,58480766af0e,f122808ab2e24b
45201,5848c85a2590,f122487f7c3d80
45202,58493c9d9879,f12226bd069ef1
45203,5849c8dada91,f121fe06d69ebf
45204,584a38ae2171,f121dd92454fe5
45205,584aaaec5455,f121bc6be1129e
45206,584b592883b2,f12189e0910ab5
45207,584b86502e0c,f1217cc7e501ab
45208,584c49f6bb93,f121440c7e03bf
45209,584cdda7c2bb,f121193cb459ef
45210,584d775884ee,f120ecb2fe13a0
45211,584d87d0300f,f120e7ed87d5ca
45212,584e559f5bab,f120ac4ef999cf
45213,584ed4fe50a9,f120876c46f872
45214,584f3aaa7d75,f12069fc5e5536
45215,584f8b9ac017,f120528e49eb04
45216,58504522e38a,f1201cdc9964b9
45217,585098dddc31,f12004a2c3e387
45218,58510d774b1a,f11fe2e7fd4a65
45219,5851912bc122,f11fbcd0dbce49
45220,58521c983039,f11f9480e77119
45221,5852dc3048b8,f11f5d1fcaed24
45222,58536473d0c8,f11f35c001e091
45223,5853a8bb1151,f11f220642bcf1
45224,58543632266c,f11ef929d1fea7
45225,5854845b7208,f11ee2977ed6a8
45226,58557230efe4,f11e9dee1f54eb
45227,5855b2bc8f65,f11e8b4d311f44
45228,58566dbfa5db,f11e55571e6fcf
45229,5856a0c13d41,f11e46a0474145
45230,58574a9b8295,f11e15a32f2e9a
45231,58578f601a1e,f11e01ced79ce3
45232,58583c2b8778,f11dcffe557628
45233,5858d23f85a4,f11da4bdbc2dcd
45234,5859767c6eec,f11d756c0e4cb5
45235,5859be11977c,f11d60cd8664d8
45236,585a42fcb285,f11d3a85fab321
45237,585aa2b02d45,f11d1ef7d992e1
45238,585b76f890ed,f11ce1dd103e33
45239,585becf8e3d9,f11cbfe8770228
45240,585c47d6048f,f11ca5c449778b
45241,585ccc691398,f11c7fa22a8774
45242,585d3910c972,f11c60632e8c27
45243,585df879dcf0,f11c295bee3796
45244,585e1ff65c3f,f11c1e027dd2bd
45245,585ef1bc19e3,f11be1bae8ed47
45246,585f7921fbf2,f11bbad5d7c7ef
45247,585fdab464b5,f11b9ed011d5e3
45248,58600bb89d17,f11b90bcc0c3a8
45249,5860c4771d88,f11b5bb2bf56cf
45250,58611665012c,f11b442ec8d988
45251,58618b045c16,f11b22b7455f7e
45252,58620213a204,f11b008eae3360
45253,58629d64003a,f11ad4024e0a6d
45254,5863566ebeac,f11a9ef37a4ec3
45255,5863cd81a59b,f11a7cd184364c
45256,58646c1a50d8,f11a4f5e5f462a
45257,586483c8a207,f11a48955d7810
45258,586518b01531,f11a1decfb2815
45259,5865f2801be5,f119df8c8f4660
45260,5866507b84a0,f119c4a489e2fe
45261,5866a4e6e549,f119ac7a6cfca9
45262,586779f5e1f3,f1196f824d6653
45263,5867860f9e0c,f1196c0c0a2e15
45264,58686f0220de,f119296a946bc0
45265,5868bb7ca476,f119138c22e323
45266,586967e904cf,f118e241479acd
45267,5869ef7c13de,f118bb82267ef4
45268,586a4c150598,f118a10cdc4e29
45269,586ae743c5ce,f11874b84e4c65
45270,586b248e5f49,f1186336f9fff6
45271,586b80cd5601,f11848df6516e7
45272,586c2c370e58,f11817ef877443
45273,586cf47222e8,f117decab5625c
45274,586d39c6ce73,f117cb02babedb
45275,586df64749ec,f117953dcb3004
45276,586e7f871fff,f1176e1a98ddd1
45277,586e9339a026,f117687cea162c
45278,586f5ccf37b9,f1172f069d9d2d
45279,586fe5e9c9cb,f11707f4f0d36b
45280,58703d40177a,f116ef131e5e31
45281,5870ff481dfe,f116b7cf7c7e22
45282,587141c07683,f116a4e2171e29
45283,58719ef0b83d,f1168a5a13cee4
45284,58722f38d55e,f11661488f2314
45285,58729747782e,f11643abef6520
45286,58735f0f6cbe,f1160ad607f4ee
45287,5873f953f9f2,f115def6a8d364
45288,58742d643a5a,f115d028f69f78
45289,5874e45d92c8,f1159c25522b0b
45290,5875210cfa42,f1158ae61783fd
45291,58759547672a,f11569df32dac1
45292,587649512692,f11536ba45bc27
45293,587691ac4d23,f115222d9907c1
45294,58770d65ff1a,f114ff0bccea0b
45295,58778abae315,f114db776f3a5b
45296,587869aa7bd3,f1149c3331677a
